#Gene_ID	#KEGG_Pathway
TRINITY_DN43023_c0_g2	ko04010"MAPK_signaling_pathway",ko04013"MAPK_signaling_pathway_-_fly",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04145"Phagosome",ko04151"PI3K-Akt_signaling_pathway",ko04310"Wnt_signaling_pathway",ko04360"Axon_guidance",ko04361"Axon_regeneration",ko04370"VEGF_signaling_pathway",ko04380"Osteoclast_differentiation",ko04510"Focal_adhesion",ko04520"Adherens_junction",ko04530"Tight_junction",ko04620"Toll-like_receptor_signaling_pathway",ko04650"Natural_killer_cell_mediated_cytotoxicity",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04670"Leukocyte_transendothelial_migration",ko04722"Neurotrophin_signaling_pathway",ko04810"Regulation_of_actin_cytoskeleton",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko04972"Pancreatic_secretion",ko05014"Amyotrophic_lateral_sclerosis_(ALS)",ko05100"Bacterial_invasion_of_epithelial_cells",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05130"Pathogenic_Escherichia_coli_infection",ko05131"Shigellosis",ko05132"Salmonella_infection",ko05135"Yersinia_infection",ko05163"Human_cytomegalovirus_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05210"Colorectal_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer",ko05231"Choline_metabolism_in_cancer",ko05416"Viral_myocarditis",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN43023_c0_g3	ko04010"MAPK_signaling_pathway",ko04011"MAPK_signaling_pathway_-_yeast",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04144"Endocytosis",ko04360"Axon_guidance",ko04370"VEGF_signaling_pathway",ko04510"Focal_adhesion",ko04520"Adherens_junction",ko04530"Tight_junction",ko04660"T_cell_receptor_signaling_pathway",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04670"Leukocyte_transendothelial_migration",ko04722"Neurotrophin_signaling_pathway",ko04810"Regulation_of_actin_cytoskeleton",ko04912"GnRH_signaling_pathway",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko05100"Bacterial_invasion_of_epithelial_cells",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05130"Pathogenic_Escherichia_coli_infection",ko05131"Shigellosis",ko05132"Salmonella_infection",ko05135"Yersinia_infection",ko05165"Human_papillomavirus_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer"
TRINITY_DN43023_c1_g2	ko04010"MAPK_signaling_pathway",ko04013"MAPK_signaling_pathway_-_fly",ko04014"Ras_signaling_pathway",ko04015"Rap1_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04145"Phagosome",ko04151"PI3K-Akt_signaling_pathway",ko04310"Wnt_signaling_pathway",ko04360"Axon_guidance",ko04361"Axon_regeneration",ko04370"VEGF_signaling_pathway",ko04380"Osteoclast_differentiation",ko04510"Focal_adhesion",ko04520"Adherens_junction",ko04530"Tight_junction",ko04620"Toll-like_receptor_signaling_pathway",ko04650"Natural_killer_cell_mediated_cytotoxicity",ko04662"B_cell_receptor_signaling_pathway",ko04664"Fc_epsilon_RI_signaling_pathway",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04670"Leukocyte_transendothelial_migration",ko04722"Neurotrophin_signaling_pathway",ko04810"Regulation_of_actin_cytoskeleton",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko04933"AGE-RAGE_signaling_pathway_in_diabetic_complications",ko04972"Pancreatic_secretion",ko05014"Amyotrophic_lateral_sclerosis_(ALS)",ko05100"Bacterial_invasion_of_epithelial_cells",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05130"Pathogenic_Escherichia_coli_infection",ko05131"Shigellosis",ko05132"Salmonella_infection",ko05135"Yersinia_infection",ko05163"Human_cytomegalovirus_infection",ko05167"Kaposi_sarcoma-associated_herpesvirus_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05205"Proteoglycans_in_cancer",ko05210"Colorectal_cancer",ko05211"Renal_cell_carcinoma",ko05212"Pancreatic_cancer",ko05231"Choline_metabolism_in_cancer",ko05416"Viral_myocarditis",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN43026_c0_g1	ko01522"Endocrine_resistance",ko04657"IL-17_signaling_pathway",ko04668"TNF_signaling_pathway",ko04670"Leukocyte_transendothelial_migration",ko04915"Estrogen_signaling_pathway",ko04926"Relaxin_signaling_pathway",ko05161"Hepatitis_B",ko05200"Pathways_in_cancer",ko05202"Transcriptional_misregulation_in_cancer",ko05205"Proteoglycans_in_cancer",ko05206"MicroRNAs_in_cancer",ko05215"Prostate_cancer",ko05219"Bladder_cancer",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN43028_c1_g1	ko04391"Hippo_signaling_pathway_-_fly"
TRINITY_DN43034_c0_g1	ko03010"Ribosome"
TRINITY_DN43035_c0_g1	ko04626"Plant-pathogen_interaction",ko05145"Toxoplasmosis"
TRINITY_DN43036_c0_g1	ko00531"Glycosaminoglycan_degradation",ko01100"Metabolic_pathways",ko04142"Lysosome"
TRINITY_DN43038_c0_g1	ko00330"Arginine_and_proline_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43041_c2_g1	ko00230"Purine_metabolism",ko00240"Pyrimidine_metabolism",ko00983"Drug_metabolism_-_other_enzymes",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko04016"MAPK_signaling_pathway_-_plant"
TRINITY_DN43042_c0_g1	ko00310"Lysine_degradation",ko01100"Metabolic_pathways"
TRINITY_DN43044_c0_g1	ko03008"Ribosome_biogenesis_in_eukaryotes"
TRINITY_DN43050_c0_g1	ko00190"Oxidative_phosphorylation"
TRINITY_DN43061_c1_g1	ko00310"Lysine_degradation",ko01100"Metabolic_pathways",ko05202"Transcriptional_misregulation_in_cancer"
TRINITY_DN43084_c0_g1	ko04070"Phosphatidylinositol_signaling_system",ko04138"Autophagy_-_yeast"
TRINITY_DN43085_c0_g1	ko01522"Endocrine_resistance",ko04657"IL-17_signaling_pathway",ko04668"TNF_signaling_pathway",ko04670"Leukocyte_transendothelial_migration",ko04915"Estrogen_signaling_pathway",ko04926"Relaxin_signaling_pathway",ko05161"Hepatitis_B",ko05200"Pathways_in_cancer",ko05202"Transcriptional_misregulation_in_cancer",ko05205"Proteoglycans_in_cancer",ko05206"MicroRNAs_in_cancer",ko05215"Prostate_cancer",ko05219"Bladder_cancer",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN43086_c0_g1	ko00970"Aminoacyl-tRNA_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN43090_c0_g1	ko04140"Autophagy_-_animal",ko04144"Endocytosis",ko04152"AMPK_signaling_pathway",ko04530"Tight_junction",ko04972"Pancreatic_secretion"
TRINITY_DN43095_c0_g1	ko04146"Peroxisome"
TRINITY_DN43096_c1_g1	ko00590"Arachidonic_acid_metabolism",ko00591"Linoleic_acid_metabolism",ko01100"Metabolic_pathways",ko04726"Serotonergic_synapse",ko04750"Inflammatory_mediator_regulation_of_TRP_channels",ko04913"Ovarian_steroidogenesis"
TRINITY_DN43097_c0_g1	ko04138"Autophagy_-_yeast"
TRINITY_DN43101_c0_g2	ko00230"Purine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43103_c0_g1	ko04068"FoxO_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway"
TRINITY_DN43104_c0_g1	ko03018"RNA_degradation"
TRINITY_DN43106_c0_g1	ko00270"Cysteine_and_methionine_metabolism",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00290"Valine,_leucine_and_isoleucine_biosynthesis",ko00770"Pantothenate_and_CoA_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01210"2-Oxocarboxylic_acid_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN43106_c0_g2	ko00270"Cysteine_and_methionine_metabolism",ko00280"Valine,_leucine_and_isoleucine_degradation",ko00290"Valine,_leucine_and_isoleucine_biosynthesis",ko00770"Pantothenate_and_CoA_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01210"2-Oxocarboxylic_acid_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN43113_c0_g1	ko03013"RNA_transport",ko05418"Fluid_shear_stress_and_atherosclerosis"
TRINITY_DN43134_c1_g1	ko01522"Endocrine_resistance",ko04320"Dorso-ventral_axis_formation",ko04330"Notch_signaling_pathway",ko04361"Axon_regeneration",ko04658"Th1_and_Th2_cell_differentiation",ko04919"Thyroid_hormone_signaling_pathway",ko05020"Prion_diseases",ko05165"Human_papillomavirus_infection",ko05200"Pathways_in_cancer",ko05206"MicroRNAs_in_cancer",ko05224"Breast_cancer"
TRINITY_DN43135_c0_g1	ko00230"Purine_metabolism",ko00240"Pyrimidine_metabolism",ko00480"Glutathione_metabolism",ko00983"Drug_metabolism_-_other_enzymes",ko01100"Metabolic_pathways"
TRINITY_DN43137_c0_g1	ko00051"Fructose_and_mannose_metabolism",ko00561"Glycerolipid_metabolism",ko00680"Methane_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01200"Carbon_metabolism",ko04622"RIG-I-like_receptor_signaling_pathway"
TRINITY_DN4314_c0_g1	ko00250"Alanine,_aspartate_and_glutamate_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43140_c0_g1	ko03013"RNA_transport",ko03040"Spliceosome"
TRINITY_DN43146_c0_g1	ko00564"Glycerophospholipid_metabolism"
TRINITY_DN43153_c0_g1	ko03013"RNA_transport",ko04064"NF-kappa_B_signaling_pathway",ko04120"Ubiquitin_mediated_proteolysis",ko05206"MicroRNAs_in_cancer"
TRINITY_DN43159_c0_g1	ko00240"Pyrimidine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43159_c0_g2	ko00240"Pyrimidine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43161_c0_g1	ko00130"Ubiquinone_and_other_terpenoid-quinone_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN43166_c0_g1	ko00998"Biosynthesis_of_secondary_metabolites_-_other_antibiotics",ko01100"Metabolic_pathways",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN43168_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00620"Pyruvate_metabolism",ko00630"Glyoxylate_and_dicarboxylate_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN43169_c0_g2	ko03018"RNA_degradation"
TRINITY_DN43169_c1_g1	ko03018"RNA_degradation"
TRINITY_DN43172_c0_g2	ko03430"Mismatch_repair"
TRINITY_DN43176_c0_g1	ko00030"Pentose_phosphate_pathway",ko00630"Glyoxylate_and_dicarboxylate_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01200"Carbon_metabolism"
TRINITY_DN43182_c0_g2	ko04361"Axon_regeneration"
TRINITY_DN43185_c0_g1	ko00362"Benzoate_degradation",ko00380"Tryptophan_metabolism",ko00622"Xylene_degradation",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments",ko01220"Degradation_of_aromatic_compounds"
TRINITY_DN43185_c0_g2	ko00380"Tryptophan_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43187_c0_g1	ko00730"Thiamine_metabolism",ko00790"Folate_biosynthesis",ko01100"Metabolic_pathways",ko02020"Two-component_system"
TRINITY_DN43191_c0_g1	ko03015"mRNA_surveillance_pathway"
TRINITY_DN43196_c0_g1	ko04141"Protein_processing_in_endoplasmic_reticulum",ko05134"Legionellosis"
TRINITY_DN43196_c0_g2	ko04141"Protein_processing_in_endoplasmic_reticulum",ko05134"Legionellosis"
TRINITY_DN43197_c0_g1	ko00830"Retinol_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43198_c0_g1	ko00920"Sulfur_metabolism",ko01100"Metabolic_pathways",ko01120"Microbial_metabolism_in_diverse_environments"
TRINITY_DN43206_c0_g1	ko00130"Ubiquinone_and_other_terpenoid-quinone_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites"
TRINITY_DN43207_c0_g1	ko00510"N-Glycan_biosynthesis",ko00513"Various_types_of_N-glycan_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN43207_c1_g1	ko00510"N-Glycan_biosynthesis",ko00513"Various_types_of_N-glycan_biosynthesis",ko01100"Metabolic_pathways"
TRINITY_DN43209_c0_g1	ko00140"Steroid_hormone_biosynthesis",ko04142"Lysosome"
TRINITY_DN43211_c0_g1	ko04110"Cell_cycle",ko04152"AMPK_signaling_pathway",ko04218"Cellular_senescence",ko04914"Progesterone-mediated_oocyte_maturation",ko05161"Hepatitis_B",ko05165"Human_papillomavirus_infection",ko05166"Human_T-cell_leukemia_virus_1_infection",ko05169"Epstein-Barr_virus_infection",ko05200"Pathways_in_cancer",ko05202"Transcriptional_misregulation_in_cancer",ko05203"Viral_carcinogenesis",ko05221"Acute_myeloid_leukemia"
TRINITY_DN43219_c0_g1	ko03013"RNA_transport"
TRINITY_DN43219_c1_g1	ko00562"Inositol_phosphate_metabolism",ko01100"Metabolic_pathways",ko04011"MAPK_signaling_pathway_-_yeast",ko04070"Phosphatidylinositol_signaling_system",ko04072"Phospholipase_D_signaling_pathway",ko04139"Mitophagy_-_yeast",ko04144"Endocytosis",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04810"Regulation_of_actin_cytoskeleton",ko05135"Yersinia_infection",ko05231"Choline_metabolism_in_cancer",ko03013"RNA_transport"
TRINITY_DN43222_c0_g1	ko03040"Spliceosome"
TRINITY_DN43223_c0_g1	ko03010"Ribosome"
TRINITY_DN43230_c0_g2	ko04120"Ubiquitin_mediated_proteolysis"
TRINITY_DN43233_c0_g1	ko00130"Ubiquinone_and_other_terpenoid-quinone_biosynthesis",ko00270"Cysteine_and_methionine_metabolism",ko00350"Tyrosine_metabolism",ko00360"Phenylalanine_metabolism",ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko00401"Novobiocin_biosynthesis",ko00950"Isoquinoline_alkaloid_biosynthesis",ko00960"Tropane,_piperidine_and_pyridine_alkaloid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01230"Biosynthesis_of_amino_acids",ko00380"Tryptophan_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43233_c0_g2	ko00130"Ubiquinone_and_other_terpenoid-quinone_biosynthesis",ko00270"Cysteine_and_methionine_metabolism",ko00350"Tyrosine_metabolism",ko00360"Phenylalanine_metabolism",ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko00401"Novobiocin_biosynthesis",ko00950"Isoquinoline_alkaloid_biosynthesis",ko00960"Tropane,_piperidine_and_pyridine_alkaloid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01230"Biosynthesis_of_amino_acids",ko00380"Tryptophan_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43233_c0_g3	ko00130"Ubiquinone_and_other_terpenoid-quinone_biosynthesis",ko00270"Cysteine_and_methionine_metabolism",ko00350"Tyrosine_metabolism",ko00360"Phenylalanine_metabolism",ko00400"Phenylalanine,_tyrosine_and_tryptophan_biosynthesis",ko00401"Novobiocin_biosynthesis",ko00950"Isoquinoline_alkaloid_biosynthesis",ko00960"Tropane,_piperidine_and_pyridine_alkaloid_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN43239_c0_g1	ko00770"Pantothenate_and_CoA_biosynthesis",ko05202"Transcriptional_misregulation_in_cancer",ko05206"MicroRNAs_in_cancer"
TRINITY_DN43246_c0_g1	ko03030"DNA_replication",ko03420"Nucleotide_excision_repair",ko03430"Mismatch_repair",ko03440"Homologous_recombination",ko03460"Fanconi_anemia_pathway"
TRINITY_DN43248_c0_g1	ko00830"Retinol_metabolism"
TRINITY_DN43249_c1_g1	ko00500"Starch_and_sucrose_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43250_c0_g1	ko04110"Cell_cycle",ko04111"Cell_cycle_-_yeast",ko04113"Meiosis_-_yeast"
TRINITY_DN43254_c0_g1	ko05034"Alcoholism",ko05202"Transcriptional_misregulation_in_cancer",ko05322"Systemic_lupus_erythematosus"
TRINITY_DN43256_c0_g1	ko04520"Adherens_junction",ko04666"Fc_gamma_R-mediated_phagocytosis",ko04810"Regulation_of_actin_cytoskeleton",ko05100"Bacterial_invasion_of_epithelial_cells",ko05130"Pathogenic_Escherichia_coli_infection",ko05131"Shigellosis",ko05132"Salmonella_infection",ko05135"Yersinia_infection",ko05231"Choline_metabolism_in_cancer"
TRINITY_DN43264_c0_g1	ko04140"Autophagy_-_animal",ko05130"Pathogenic_Escherichia_coli_infection",ko05134"Legionellosis"
TRINITY_DN43265_c0_g1	ko04068"FoxO_signaling_pathway",ko04151"PI3K-Akt_signaling_pathway"
TRINITY_DN43272_c0_g1	ko04142"Lysosome",ko04144"Endocytosis",ko04721"Synaptic_vesicle_cycle",ko04961"Endocrine_and_other_factor-regulated_calcium_reabsorption",ko05016"Huntington_disease",ko05100"Bacterial_invasion_of_epithelial_cells"
TRINITY_DN43274_c1_g1	ko00561"Glycerolipid_metabolism",ko01100"Metabolic_pathways",ko04714"Thermogenesis",ko04723"Retrograde_endocannabinoid_signaling",ko04923"Regulation_of_lipolysis_in_adipocytes"
TRINITY_DN43281_c0_g1	ko03022"Basal_transcription_factors",ko04714"Thermogenesis"
TRINITY_DN43284_c0_g1	ko04140"Autophagy_-_animal",ko05130"Pathogenic_Escherichia_coli_infection",ko05134"Legionellosis"
TRINITY_DN43289_c0_g1	ko00998"Biosynthesis_of_secondary_metabolites_-_other_antibiotics",ko01100"Metabolic_pathways",ko01130"Biosynthesis_of_antibiotics"
TRINITY_DN43292_c1_g1	ko03050"Proteasome"
TRINITY_DN43298_c0_g2	ko03030"DNA_replication",ko03410"Base_excision_repair",ko03420"Nucleotide_excision_repair",ko03430"Mismatch_repair",ko04110"Cell_cycle",ko04530"Tight_junction",ko05161"Hepatitis_B"
TRINITY_DN43298_c0_g3	ko03030"DNA_replication",ko03410"Base_excision_repair",ko03420"Nucleotide_excision_repair",ko03430"Mismatch_repair",ko04110"Cell_cycle",ko04530"Tight_junction",ko05161"Hepatitis_B"
TRINITY_DN43302_c1_g1	ko04064"NF-kappa_B_signaling_pathway",ko04217"Necroptosis",ko04621"NOD-like_receptor_signaling_pathway",ko04657"IL-17_signaling_pathway",ko04668"TNF_signaling_pathway",ko05163"Human_cytomegalovirus_infection",ko05168"Herpes_simplex_virus_1_infection",ko05169"Epstein-Barr_virus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer",ko05203"Viral_carcinogenesis",ko05222"Small_cell_lung_cancer"
TRINITY_DN43313_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00261"Monobactam_biosynthesis",ko00270"Cysteine_and_methionine_metabolism",ko00300"Lysine_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01120"Microbial_metabolism_in_diverse_environments",ko01130"Biosynthesis_of_antibiotics",ko01210"2-Oxocarboxylic_acid_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN43316_c0_g1	ko04138"Autophagy_-_yeast",ko04144"Endocytosis"
TRINITY_DN43317_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko04142"Lysosome",ko04145"Phagosome",ko04721"Synaptic_vesicle_cycle",ko05110"Vibrio_cholerae_infection",ko05120"Epithelial_cell_signaling_in_Helicobacter_pylori_infection",ko05152"Tuberculosis",ko05165"Human_papillomavirus_infection",ko05323"Rheumatoid_arthritis"
TRINITY_DN43317_c0_g2	ko04015"Rap1_signaling_pathway",ko04022"cGMP-PKG_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04113"Meiosis_-_yeast",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04360"Axon_guidance",ko04371"Apelin_signaling_pathway",ko04540"Gap_junction",ko04611"Platelet_activation",ko04670"Leukocyte_transendothelial_migration",ko04713"Circadian_entrainment",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04730"Long-term_depression",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04921"Oxytocin_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04924"Renin_secretion",ko04926"Relaxin_signaling_pathway",ko04928"Parathyroid_hormone_synthesis,_secretion_and_action",ko04934"Cushing_syndrome",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04971"Gastric_acid_secretion",ko05012"Parkinson_disease",ko05030"Cocaine_addiction",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05133"Pertussis",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05145"Toxoplasmosis",ko05163"Human_cytomegalovirus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer"
TRINITY_DN4332_c0_g1	ko04146"Peroxisome"
TRINITY_DN43323_c0_g1	ko03040"Spliceosome"
TRINITY_DN43328_c0_g1	ko00190"Oxidative_phosphorylation",ko01100"Metabolic_pathways",ko02020"Two-component_system",ko04260"Cardiac_muscle_contraction",ko04714"Thermogenesis",ko04932"Non-alcoholic_fatty_liver_disease_(NAFLD)",ko05010"Alzheimer_disease",ko05012"Parkinson_disease",ko05016"Huntington_disease"
TRINITY_DN43335_c0_g1	ko04934"Cushing_syndrome"
TRINITY_DN43336_c0_g2	ko03010"Ribosome"
TRINITY_DN43340_c0_g1	ko03060"Protein_export"
TRINITY_DN43342_c0_g1	ko04071"Sphingolipid_signaling_pathway",ko04140"Autophagy_-_animal",ko04142"Lysosome",ko04210"Apoptosis",ko04915"Estrogen_signaling_pathway",ko05152"Tuberculosis"
TRINITY_DN43346_c0_g1	ko00590"Arachidonic_acid_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43357_c0_g1	ko00562"Inositol_phosphate_metabolism",ko00564"Glycerophospholipid_metabolism",ko00565"Ether_lipid_metabolism",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko02024"Quorum_sensing",ko04919"Thyroid_hormone_signaling_pathway"
TRINITY_DN43362_c0_g1	ko00061"Fatty_acid_biosynthesis",ko01100"Metabolic_pathways",ko01212"Fatty_acid_metabolism",ko00240"Pyrimidine_metabolism",ko00260"Glycine,_serine_and_threonine_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43368_c0_g1	ko03010"Ribosome"
TRINITY_DN43371_c0_g1	ko04015"Rap1_signaling_pathway",ko04022"cGMP-PKG_signaling_pathway",ko04024"cAMP_signaling_pathway",ko04062"Chemokine_signaling_pathway",ko04071"Sphingolipid_signaling_pathway",ko04113"Meiosis_-_yeast",ko04261"Adrenergic_signaling_in_cardiomyocytes",ko04360"Axon_guidance",ko04371"Apelin_signaling_pathway",ko04540"Gap_junction",ko04611"Platelet_activation",ko04670"Leukocyte_transendothelial_migration",ko04713"Circadian_entrainment",ko04723"Retrograde_endocannabinoid_signaling",ko04724"Glutamatergic_synapse",ko04725"Cholinergic_synapse",ko04726"Serotonergic_synapse",ko04727"GABAergic_synapse",ko04728"Dopaminergic_synapse",ko04730"Long-term_depression",ko04914"Progesterone-mediated_oocyte_maturation",ko04915"Estrogen_signaling_pathway",ko04916"Melanogenesis",ko04921"Oxytocin_signaling_pathway",ko04923"Regulation_of_lipolysis_in_adipocytes",ko04924"Renin_secretion",ko04926"Relaxin_signaling_pathway",ko04928"Parathyroid_hormone_synthesis,_secretion_and_action",ko04934"Cushing_syndrome",ko04935"Growth_hormone_synthesis,_secretion_and_action",ko04971"Gastric_acid_secretion",ko05012"Parkinson_disease",ko05030"Cocaine_addiction",ko05032"Morphine_addiction",ko05034"Alcoholism",ko05133"Pertussis",ko05142"Chagas_disease_(American_trypanosomiasis)",ko05145"Toxoplasmosis",ko05163"Human_cytomegalovirus_infection",ko05170"Human_immunodeficiency_virus_1_infection",ko05200"Pathways_in_cancer"
TRINITY_DN43372_c0_g1	ko00260"Glycine,_serine_and_threonine_metabolism",ko00270"Cysteine_and_methionine_metabolism",ko00290"Valine,_leucine_and_isoleucine_biosynthesis",ko01100"Metabolic_pathways",ko01110"Biosynthesis_of_secondary_metabolites",ko01130"Biosynthesis_of_antibiotics",ko01200"Carbon_metabolism",ko01230"Biosynthesis_of_amino_acids"
TRINITY_DN43374_c0_g1	ko04068"FoxO_signaling_pathway",ko04922"Glucagon_signaling_pathway"
TRINITY_DN43374_c0_g2	ko04068"FoxO_signaling_pathway",ko04922"Glucagon_signaling_pathway"
TRINITY_DN43376_c0_g1	ko03015"mRNA_surveillance_pathway",ko05164"Influenza_A"
TRINITY_DN43387_c1_g1	ko03013"RNA_transport",ko03015"mRNA_surveillance_pathway",ko03018"RNA_degradation"
TRINITY_DN43389_c2_g1	ko04072"Phospholipase_D_signaling_pathway",ko04144"Endocytosis",ko05130"Pathogenic_Escherichia_coli_infection"
TRINITY_DN43389_c5_g1	ko04310"Wnt_signaling_pathway",ko04624"Toll_and_Imd_signaling_pathway",ko05205"Proteoglycans_in_cancer"
TRINITY_DN43395_c0_g1	ko03013"RNA_transport",ko05134"Legionellosis",ko05140"Leishmaniasis"
TRINITY_DN43398_c0_g1	ko00140"Steroid_hormone_biosynthesis",ko01100"Metabolic_pathways",ko04913"Ovarian_steroidogenesis",ko00830"Retinol_metabolism",ko01100"Metabolic_pathways"
TRINITY_DN43405_c0_g1	ko00790"Folate_biosynthesis",ko01523"Antifolate_resistance"
TRINITY_DN43406_c0_g1	ko02024"Quorum_sensing"
